Rk,Team,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Year,Unnamed: 32,Att.,Md..2
1.0,Atlanta Hawks*,82,19705,0.454,12.8,,0.774,0.295,0.142,0.097,0.24,0.226,,0.484,0.615,0.43,0.371,0.401,0.353,,0.512,0.83,,0.05,300,,0.248,926.0,,0.237,0.364,2009,,,
2.0,Boston Celtics*,82,19880,0.431,12.8,,0.774,0.304,0.122,0.12,0.228,0.226,,0.454,0.58,0.393,0.393,0.352,0.349,,0.501,0.832,,0.046,269,,0.245,834.0,,0.254,0.388,2009,,,
3.0,Charlotte Bobcats,82,19930,0.454,12.4,,0.76,0.328,0.115,0.1,0.216,0.24,,0.482,0.579,0.406,0.414,0.407,0.366,,0.481,0.869,,0.05,279,,0.258,867.0,,0.315,0.348,2009,,,
4.0,Chicago Bulls*,82,19930,0.458,11.8,,0.796,0.354,0.1,0.116,0.227,0.204,,0.486,0.588,0.422,0.403,0.397,0.347,,0.494,0.846,,0.056,353,,0.275,1012.0,,0.26,0.42,2009,,,
5.0,Cleveland Cavaliers*,82,19780,0.431,12.5,,0.775,0.322,0.115,0.113,0.226,0.225,,0.459,0.577,0.393,0.363,0.372,0.333,,0.502,0.867,,0.052,302,,0.252,853.0,,0.281,0.361,2009,,,
6.0,Dallas Mavericks*,82,19805,0.455,12.4,,0.796,0.298,0.129,0.12,0.248,0.204,,0.475,0.585,0.426,0.387,0.413,0.375,,0.466,0.814,,0.043,260,,0.241,873.0,,0.239,0.403,2009,,,
7.0,Denver Nuggets*,82,19730,0.44,12.6,,0.756,0.313,0.125,0.095,0.223,0.244,,0.464,0.574,0.406,0.381,0.379,0.366,,0.521,0.87,,0.046,286,,0.246,863.0,,0.286,0.379,2009,,,
8.0,Detroit Pistons*,82,19905,0.451,12.3,,0.808,0.316,0.105,0.127,0.259,0.192,,0.474,0.609,0.394,0.392,0.381,0.354,,0.523,0.862,,0.045,260,,0.253,912.0,,0.245,0.382,2009,,,
9.0,Golden State Warriors,82,19880,0.468,11.6,,0.789,0.331,0.163,0.105,0.191,0.211,,0.491,0.623,0.372,0.394,0.417,0.38,,0.523,0.869,,0.064,428,,0.251,1025.0,,0.282,0.392,2009,,,
10.0,Houston Rockets*,82,19805,0.444,12.4,,0.807,0.292,0.129,0.131,0.254,0.193,,0.465,0.581,0.402,0.387,0.403,0.357,,0.489,0.828,,0.046,277,,0.232,834.0,,0.221,0.38,2009,,,
11.0,Indiana Pacers,82,19830,0.458,13.1,,0.779,0.272,0.123,0.127,0.257,0.221,,0.481,0.606,0.416,0.416,0.413,0.375,,0.486,0.844,,0.046,287,,0.224,854.0,,0.321,0.368,2009,,,
12.0,Los Angeles Clippers,82,19880,0.473,11.8,,0.79,0.346,0.115,0.103,0.226,0.21,,0.499,0.599,0.433,0.446,0.404,0.375,,0.552,0.879,,0.063,387,,0.261,952.0,,0.277,0.406,2009,,,
13.0,Los Angeles Lakers*,82,19780,0.447,12.4,,0.751,0.339,0.096,0.1,0.216,0.249,,0.481,0.597,0.395,0.372,0.386,0.345,,0.547,0.865,,0.059,372,,0.263,952.0,,0.321,0.38,2009,,,
14.0,Memphis Grizzlies,82,19805,0.473,12.4,,0.763,0.327,0.122,0.1,0.213,0.237,,0.51,0.64,0.389,0.403,0.43,0.355,,0.511,0.869,,0.061,360,,0.254,934.0,,0.26,0.402,2009,,,
15.0,Miami Heat*,82,19955,0.455,12.3,,0.763,0.306,0.143,0.109,0.205,0.237,,0.476,0.603,0.402,0.383,0.388,0.389,,0.485,0.875,,0.05,289,,0.236,832.0,,0.307,0.448,2009,,,
16.0,Milwaukee Bucks,82,19780,0.458,12.5,,0.762,0.315,0.105,0.133,0.208,0.238,,0.483,0.608,0.422,0.386,0.386,0.378,,0.533,0.906,,0.043,249,,0.256,901.0,,0.324,0.422,2009,,,
17.0,Minnesota Timberwolves,82,19805,0.474,12.6,,0.784,0.293,0.132,0.114,0.245,0.216,,0.5,0.627,0.438,0.391,0.434,0.377,,0.508,0.856,,0.044,271,,0.233,882.0,,0.22,0.394,2009,,,
18.0,New Jersey Nets,82,19830,0.462,12.5,,0.759,0.332,0.102,0.097,0.228,0.241,,0.485,0.603,0.409,0.345,0.408,0.391,,0.536,0.885,,0.053,301,,0.266,941.0,,0.259,0.45,2009,,,
19.0,New Orleans Hornets*,82,19755,0.45,13.0,,0.743,0.307,0.1,0.111,0.226,0.257,,0.484,0.606,0.42,0.365,0.405,0.354,,0.501,0.883,,0.046,278,,0.246,847.0,,0.266,0.381,2009,,,
20.0,New York Knicks,82,19805,0.48,12.1,,0.769,0.324,0.133,0.1,0.213,0.231,,0.518,0.628,0.441,0.421,0.445,0.351,,0.462,0.834,,0.048,322,,0.252,1045.0,,0.266,0.37,2009,,,
21.0,Oklahoma City Thunder,82,19805,0.475,11.3,,0.788,0.356,0.128,0.106,0.198,0.212,,0.505,0.594,0.429,0.409,0.446,0.364,,0.491,0.84,,0.06,373,,0.278,993.0,,0.274,0.375,2009,,,
22.0,Orlando Magic*,82,19730,0.433,12.8,,0.809,0.281,0.117,0.141,0.269,0.191,,0.454,0.561,0.388,0.383,0.408,0.342,,0.447,0.84,,0.037,232,,0.23,808.0,,0.223,0.429,2009,,,
23.0,Philadelphia 76ers*,82,19755,0.462,12.4,,0.754,0.335,0.11,0.106,0.203,0.246,,0.493,0.582,0.464,0.403,0.408,0.367,,0.535,0.868,,0.05,301,,0.268,910.0,,0.285,0.389,2009,,,
24.0,Phoenix Suns,82,19755,0.467,13.1,,0.767,0.264,0.141,0.123,0.239,0.233,,0.492,0.626,0.41,0.426,0.427,0.383,,0.463,0.819,,0.049,321,,0.201,799.0,,0.246,0.408,2009,,,
25.0,Portland Trail Blazers*,82,19830,0.46,12.0,,0.794,0.321,0.135,0.1,0.238,0.206,,0.482,0.591,0.391,0.409,0.418,0.374,,0.483,0.873,,0.053,290,,0.247,846.0,,0.281,0.369,2009,,,
26.0,Sacramento Kings,82,19905,0.483,11.6,,0.789,0.326,0.154,0.104,0.206,0.211,,0.504,0.634,0.424,0.391,0.414,0.406,,0.486,0.833,,0.066,405,,0.246,964.0,,0.287,0.424,2009,,,
27.0,San Antonio Spurs*,82,19905,0.453,12.2,,0.82,0.274,0.163,0.147,0.237,0.18,,0.469,0.573,0.408,0.414,0.424,0.379,,0.441,0.819,,0.038,227,,0.225,777.0,,0.236,0.387,2009,,,
28.0,Toronto Raptors,82,19805,0.465,12.8,,0.749,0.313,0.11,0.097,0.228,0.251,,0.498,0.611,0.44,0.379,0.42,0.367,,0.519,0.903,,0.056,347,,0.238,892.0,,0.298,0.413,2009,,,
29.0,Utah Jazz*,82,19880,0.464,11.9,,0.773,0.337,0.137,0.093,0.206,0.227,,0.494,0.613,0.429,0.372,0.397,0.361,,0.478,0.848,,0.06,357,,0.255,921.0,,0.283,0.368,2009,,,
30.0,Washington Wizards,82,19705,0.482,13.0,,0.735,0.312,0.113,0.085,0.226,0.265,,0.516,0.653,0.377,0.436,0.427,0.387,,0.564,0.907,,0.06,379,,0.235,901.0,,0.309,0.449,2009,,,
,League Average,82,19822,0.459,12.4,,0.776,0.314,0.124,0.111,0.227,0.224,,0.485,0.602,0.412,0.395,0.407,0.367,,0.501,0.859,,0.051,312,,0.247,898.0,,0.274,0.395,2009,,,
1.0,Atlanta Hawks,82,19730,0.442,11.7,,0.837,0.265,0.172,0.204,0.195,0.163,,0.457,0.618,0.333,0.395,0.412,0.367,,0.557,0.833,,0.031,181,,,,,0.249,0.409,2001,,,
2.0,Boston Celtics,82,19830,0.459,12.6,,0.817,0.278,0.138,0.142,0.258,0.183,,0.48,0.632,0.365,0.416,0.412,0.368,,0.599,0.893,,0.041,250,,,,,0.217,0.421,2001,,,
3.0,Charlotte Hornets*,82,19880,0.426,11.8,,0.834,0.284,0.155,0.164,0.231,0.166,,0.439,0.574,0.369,0.351,0.382,0.36,,0.592,0.877,,0.029,164,,,,,0.232,0.363,2001,,,
4.0,Chicago Bulls,82,19855,0.472,11.5,,0.846,0.327,0.127,0.151,0.242,0.154,,0.493,0.634,0.348,0.416,0.427,0.356,,0.618,0.864,,0.042,241,,,,,0.206,0.42,2001,,,
5.0,Cleveland Cavaliers,82,19830,0.445,12.0,,0.825,0.272,0.162,0.168,0.222,0.175,,0.462,0.626,0.323,0.397,0.41,0.365,,0.603,0.874,,0.039,223,,,,,0.301,0.374,2001,,,
6.0,Dallas Mavericks*,82,19805,0.439,11.2,,0.83,0.321,0.149,0.153,0.207,0.17,,0.46,0.596,0.341,0.369,0.403,0.334,,0.567,0.861,,0.043,255,,,,,0.245,0.38,2001,,,
7.0,Denver Nuggets,82,19780,0.446,11.8,,0.831,0.282,0.187,0.119,0.244,0.169,,0.464,0.624,0.362,0.382,0.397,0.356,,0.633,0.851,,0.044,271,,,,,0.255,0.379,2001,,,
8.0,Detroit Pistons,82,19855,0.434,12.4,,0.821,0.273,0.13,0.171,0.246,0.179,,0.453,0.577,0.361,0.396,0.405,0.348,,0.586,0.857,,0.034,201,,,,,0.233,0.357,2001,,,
9.0,Golden State Warriors,82,19780,0.472,11.2,,0.828,0.295,0.189,0.138,0.206,0.172,,0.491,0.686,0.353,0.385,0.408,0.379,,0.607,0.868,,0.051,305,,,,,0.226,0.405,2001,,,
10.0,Houston Rockets,82,19830,0.449,11.9,,0.849,0.259,0.182,0.163,0.246,0.151,,0.465,0.623,0.355,0.44,0.398,0.354,,0.537,0.855,,0.03,186,,,,,0.244,0.367,2001,,,
11.0,Indiana Pacers*,82,19980,0.423,12.4,,0.832,0.226,0.205,0.154,0.246,0.168,,0.441,0.599,0.355,0.403,0.39,0.336,,0.566,0.812,,0.031,186,,,,,0.232,0.323,2001,,,
12.0,Los Angeles Clippers,82,20030,0.44,11.7,,0.842,0.267,0.189,0.159,0.226,0.158,,0.461,0.625,0.364,0.389,0.399,0.329,,0.565,0.842,,0.036,221,,,,,0.222,0.36,2001,,,
13.0,Los Angeles Lakers*,82,19905,0.438,12.4,,0.829,0.25,0.161,0.177,0.24,0.171,,0.455,0.627,0.345,0.395,0.394,0.354,,0.518,0.794,,0.031,193,,,,,0.189,0.398,2001,,,
14.0,Miami Heat*,82,19880,0.431,12.3,,0.826,0.253,0.165,0.174,0.234,0.174,,0.452,0.617,0.421,0.369,0.359,0.331,,0.478,0.839,,0.033,189,,,,,0.179,0.359,2001,,,
15.0,Milwaukee Bucks*,82,19780,0.439,11.8,,0.812,0.302,0.137,0.169,0.204,0.188,,0.46,0.587,0.378,0.38,0.392,0.352,,0.602,0.9,,0.037,219,,,,,0.274,0.404,2001,,,
16.0,Minnesota Timberwolves*,82,19830,0.452,11.2,,0.849,0.307,0.175,0.133,0.234,0.151,,0.47,0.61,0.375,0.372,0.412,0.351,,0.587,0.831,,0.044,258,,,,,0.206,0.4,2001,,,
17.0,New Jersey Nets,82,19730,0.455,12.0,,0.816,0.303,0.136,0.14,0.236,0.184,,0.477,0.59,0.374,0.402,0.435,0.36,,0.587,0.855,,0.035,197,,,,,0.26,0.385,2001,,,
18.0,New York Knicks*,82,19905,0.417,12.8,,0.794,0.241,0.153,0.174,0.226,0.206,,0.434,0.594,0.357,0.367,0.367,0.352,,0.559,0.867,,0.018,104,,,,,0.263,0.396,2001,,,
19.0,Orlando Magic*,82,19955,0.435,11.7,,0.837,0.291,0.148,0.174,0.224,0.163,,0.453,0.608,0.357,0.382,0.371,0.346,,0.597,0.883,,0.04,237,,,,,0.256,0.406,2001,,,
20.0,Philadelphia 76ers*,82,19855,0.429,12.5,,0.814,0.231,0.189,0.197,0.197,0.186,,0.448,0.669,0.34,0.317,0.424,0.342,,0.583,0.813,,0.031,183,,,,,0.159,0.437,2001,,,
21.0,Phoenix Suns*,82,19805,0.435,11.4,,0.854,0.293,0.162,0.158,0.241,0.146,,0.449,0.599,0.337,0.375,0.392,0.349,,0.561,0.823,,0.039,229,,,,,0.231,0.366,2001,,,
22.0,Portland Trail Blazers*,82,19780,0.438,12.2,,0.829,0.273,0.161,0.13,0.265,0.171,,0.452,0.612,0.37,0.368,0.38,0.368,,0.586,0.813,,0.031,180,,,,,0.212,0.38,2001,,,
23.0,Sacramento Kings*,82,20080,0.432,12.2,,0.842,0.235,0.206,0.148,0.253,0.158,,0.447,0.631,0.361,0.374,0.389,0.355,,0.55,0.845,,0.031,187,,,,,0.28,0.356,2001,,,
24.0,San Antonio Spurs*,82,19830,0.419,11.9,,0.846,0.245,0.188,0.194,0.218,0.154,,0.435,0.574,0.335,0.384,0.412,0.329,,0.541,0.781,,0.032,179,,,,,0.261,0.301,2001,,,
25.0,Seattle SuperSonics,82,19805,0.453,12.1,,0.801,0.265,0.179,0.142,0.215,0.199,,0.48,0.66,0.342,0.422,0.41,0.349,,0.595,0.866,,0.042,257,,,,,0.252,0.367,2001,,,
26.0,Toronto Raptors*,82,19955,0.447,11.6,,0.845,0.29,0.163,0.16,0.232,0.155,,0.463,0.596,0.394,0.39,0.395,0.363,,0.52,0.865,,0.026,158,,,,,0.243,0.39,2001,,,
27.0,Utah Jazz*,82,19780,0.439,13.0,,0.803,0.25,0.147,0.136,0.272,0.197,,0.462,0.611,0.364,0.399,0.41,0.343,,0.529,0.9,,0.037,196,,,,,0.245,0.394,2001,,,
28.0,Vancouver Grizzlies,82,19780,0.463,11.8,,0.842,0.265,0.191,0.147,0.238,0.158,,0.482,0.687,0.363,0.37,0.417,0.362,,0.584,0.843,,0.041,261,,,,,0.267,0.38,2001,,,
29.0,Washington Wizards,82,19680,0.47,11.8,,0.834,0.265,0.2,0.144,0.225,0.166,,0.485,0.685,0.377,0.385,0.409,0.396,,0.572,0.871,,0.036,223,,,,,0.269,0.395,2001,,,
,League Average,82,19846,0.443,12.0,,0.83,0.273,0.168,0.158,0.232,0.17,,0.461,0.619,0.359,0.385,0.4,0.354,,0.572,0.852,,0.036,212,,,,,0.239,0.381,2001,,,
1.0,Atlanta Hawks*,82,19880,0.451,13.0,,0.691,0.331,0.117,0.092,0.151,0.309,,0.501,0.616,0.349,0.394,0.429,0.341,,0.542,0.879,,0.054,341,,0.287,1093.0,,0.234,0.388,2017,,12.0,0.0
2.0,Boston Celtics*,82,19755,0.454,14.2,,0.607,0.296,0.129,0.071,0.111,0.393,,0.515,0.632,0.395,0.417,0.405,0.359,,0.57,0.836,,0.033,211,,0.271,1106.0,,0.22,0.41,2017,,20.0,0.0
3.0,Brooklyn Nets,82,19755,0.444,13.2,,0.629,0.309,0.173,0.077,0.07,0.371,,0.506,0.613,0.418,0.391,0.374,0.338,,0.454,0.851,,0.035,225,,0.3,1173.0,,0.215,0.375,2017,,21.0,0.0
4.0,Chicago Bulls*,82,19780,0.444,12.8,,0.744,0.28,0.167,0.117,0.179,0.256,,0.479,0.6,0.449,0.393,0.377,0.34,,0.513,0.875,,0.038,248,,0.255,1005.0,,0.288,0.415,2017,,9.0,0.0
5.0,Charlotte Hornets,82,19830,0.442,13.9,,0.665,0.282,0.133,0.099,0.152,0.335,,0.488,0.61,0.4,0.419,0.38,0.351,,0.545,0.795,,0.034,218,,0.253,1006.0,,0.133,0.377,2017,,15.0,1.0
6.0,Cleveland Cavaliers*,82,19880,0.47,14.4,,0.601,0.284,0.11,0.092,0.115,0.399,,0.528,0.666,0.362,0.427,0.425,0.384,,0.441,0.829,,0.059,381,,0.231,944.0,,0.293,0.412,2017,,7.0,0.0
7.0,Dallas Mavericks,82,19780,0.44,15.4,,0.634,0.201,0.127,0.116,0.189,0.366,,0.489,0.637,0.444,0.441,0.391,0.355,,0.474,0.813,,0.04,237,,0.167,650.0,,0.196,0.371,2017,,17.0,0.0
